key_id,stadium_id,stadium_name,city_name,country_name,stadium_capacity,stadium_wikipedia_link,city_wikipedia_link,page_title,canonical_title,article_iri,wikidata_id,wikidata_name,coords,capacity_wd,opened_year,demolished_year,tenants
181,S-181,Estadio José Rico Pérez,Alicante,Spain,33000,https://en.wikipedia.org/wiki/Estadio_José_Rico_Pérez,https://en.wikipedia.org/wiki/Alicante,Estadio José Rico Pérez,Estadio José Rico Pérez,https://en.wikipedia.org/wiki/Estadio_Jos%C3%A9_Rico_P%C3%A9rez,http://www.wikidata.org/entity/Q945070,Estadio José Rico Pérez,Point(-0.4925 38.357222),24704,1974,NA,Hércules CF
182,S-182,Camp Nou,Barcelona,Spain,121000,https://en.wikipedia.org/wiki/Camp_Nou,https://en.wikipedia.org/wiki/Barcelona,Camp Nou,Camp Nou,https://en.wikipedia.org/wiki/Camp_Nou,http://www.wikidata.org/entity/Q159848,Camp Nou,Point(2.122777777 41.380833333),105000,1957,NA,FC Barcelona
183,S-183,Estadi de Sarrià,Barcelona,Spain,40000,https://en.wikipedia.org/wiki/Sarrià_Stadium,https://en.wikipedia.org/wiki/Barcelona,Sarrià Stadium,Sarrià Stadium,https://en.wikipedia.org/wiki/Sarri%C3%A0_Stadium,http://www.wikidata.org/entity/Q1325234,Estadi de Sarrià,Point(2.133333333 41.393055555),43667,NA,1997,RCD Espanyol de Barcelona
184,S-184,Estadio San Mamés,Bilbao,Spain,46000,https://en.wikipedia.org/wiki/San_Mamés_Stadium_(1913),https://en.wikipedia.org/wiki/Bilbao,San Mamés Stadium (1913),San Mamés Stadium (1913),https://en.wikipedia.org/wiki/San_Mam%C3%A9s_Stadium_(1913),http://www.wikidata.org/entity/Q244592,San Mamés Stadium,Point(-2.949369 43.264205),40000,1913,2013,Athletic Club
185,S-185,Nuevo Estadio,Elche,Spain,53000,https://en.wikipedia.org/wiki/Estadio_Manuel_Mart%C3%ADnez_Valero,https://en.wikipedia.org/wiki/Elche,Estadio Manuel Martínez Valero,Estadio Martínez Valero,https://en.wikipedia.org/wiki/Estadio_Mart%C3%ADnez_Valero,http://www.wikidata.org/entity/Q953600,Estadio Manuel Martínez Valero,Point(-0.663333 38.266944),31388,1976,NA,Elche CF
186,S-186,Estadio El Molinón,Gijón,Spain,45000,https://en.wikipedia.org/wiki/El_Molinón,https://en.wikipedia.org/wiki/Gijón,El Molinón,El Molinón,https://en.wikipedia.org/wiki/El_Molin%C3%B3n,http://www.wikidata.org/entity/Q929315,El Molinón-Enrique Castro Quini,Point(-5.637222 43.536111),29371,1908,NA,Sporting de Gijón
187,S-187,Estadio Santiago Bernabéu,Madrid,Spain,90000,https://en.wikipedia.org/wiki/Santiago_Bernabéu_Stadium,https://en.wikipedia.org/wiki/Madrid,Santiago Bernabéu Stadium,Bernabéu (stadium),https://en.wikipedia.org/wiki/Bernab%C3%A9u_(stadium),http://www.wikidata.org/entity/Q164027,Bernabéu,Point(-3.68835 40.45306),83186,1947,NA,Real Madrid Club de Fútbol
188,S-188,Vicente Calderón,Madrid,Spain,66000,https://en.wikipedia.org/wiki/Vicente_Calderón_Stadium,https://en.wikipedia.org/wiki/Madrid,Vicente Calderón Stadium,Vicente Calderón Stadium,https://en.wikipedia.org/wiki/Vicente_Calder%C3%B3n_Stadium,http://www.wikidata.org/entity/Q207626,Vicente Calderón Stadium,Point(-3.720556 40.401667),54960,1966,2019,Atlético Madrid
189,S-189,Estadio La Rosaleda,Málaga,Spain,45000,https://en.wikipedia.org/wiki/Estadio_La_Rosaleda,https://en.wikipedia.org/wiki/Málaga,Estadio La Rosaleda,Estadio La Rosaleda,https://en.wikipedia.org/wiki/Estadio_La_Rosaleda,http://www.wikidata.org/entity/Q695879,La Rosaleda Stadium,Point(-4.426422 36.734092),30044,1941,NA,Málaga CF; Málaga CF Femenino
190,S-190,Estadio Carlos Tartiere,Oviedo,Spain,24000,https://en.wikipedia.org/wiki/Estadio_Carlos_Tartiere_(1932),https://en.wikipedia.org/wiki/Oviedo,Estadio Carlos Tartiere (1932),Estadio Carlos Tartiere (1932),https://en.wikipedia.org/wiki/Estadio_Carlos_Tartiere_(1932),http://www.wikidata.org/entity/Q2628796,Estadio Carlos Tartiere,Point(-5.86082 43.35791),23500,1932,2003,Real Oviedo
191,S-191,Estadio Benito Villamarín,Seville,Spain,50000,https://en.wikipedia.org/wiki/Estadio_Benito_Villamar%C3%ADn,https://en.wikipedia.org/wiki/Seville,Estadio Benito Villamarín,Estadio Benito Villamarín,https://en.wikipedia.org/wiki/Estadio_Benito_Villamar%C3%ADn,http://www.wikidata.org/entity/Q126844,Estadio Benito Villamarín,Point(-5.981611 37.356403),60721,1929,NA,Real Betis Balompié
192,S-192,Estadio Ramón Sánchez Pizjuán,Seville,Spain,68000,https://en.wikipedia.org/wiki/Ramón_Sánchez_Pizjuán_Stadium,https://en.wikipedia.org/wiki/Seville,Ramón Sánchez Pizjuán Stadium,Ramón Sánchez-Pizjuán Stadium,https://en.wikipedia.org/wiki/Ram%C3%B3n_S%C3%A1nchez-Pizju%C3%A1n_Stadium,http://www.wikidata.org/entity/Q275429,Ramón Sánchez Pizjuán Stadium,Point(-5.970467 37.383878),42714,1958,NA,Sevilla FC
193,S-193,Estadio Luis Casanova,Valencia,Spain,50000,https://en.wikipedia.org/wiki/Mestalla_Stadium,https://en.wikipedia.org/wiki/Valencia,Mestalla Stadium,Mestalla Stadium,https://en.wikipedia.org/wiki/Mestalla_Stadium,http://www.wikidata.org/entity/Q202762,Mestalla Stadium,Point(-0.358333 39.474722),49430,1923,NA,Valencia CF
194,S-194,Estadio José Zorrilla,Valladolid,Spain,30000,https://en.wikipedia.org/wiki/Estadio_José_Zorrilla,https://en.wikipedia.org/wiki/Valladolid,Estadio José Zorrilla,José Zorrilla Stadium,https://en.wikipedia.org/wiki/Jos%C3%A9_Zorrilla_Stadium,http://www.wikidata.org/entity/Q151816,Estadio Nuevo José Zorrilla,Point(-4.761111 41.644444),26512,1982,NA,Real Valladolid
195,S-195,Balaídos,Vigo,Spain,33000,https://en.wikipedia.org/wiki/Bala%C3%ADdos,https://en.wikipedia.org/wiki/Vigo,Balaídos,Balaídos Stadium,https://en.wikipedia.org/wiki/Bala%C3%ADdos_Stadium,http://www.wikidata.org/entity/Q1326578,Abanca Balaídos Stadium,Point(-8.740328 42.211861),22803,1928,NA,RC Celta de Vigo
196,S-196,Estadio La Romareda,Zaragoza,Spain,42000,https://en.wikipedia.org/wiki/La_Romareda,https://en.wikipedia.org/wiki/Zaragoza,La Romareda,La Romareda,https://en.wikipedia.org/wiki/La_Romareda,http://www.wikidata.org/entity/Q17484,La Romareda,Point(-0.901822 41.636592),33608,1957,2025,Real Zaragoza; Aragon national football team
197,S-197,Ryavallen,Borås,Sweden,15000,https://en.wikipedia.org/wiki/Ryavallen,https://en.wikipedia.org/wiki/Borås,Ryavallen,Ryavallen,https://en.wikipedia.org/wiki/Ryavallen,http://www.wikidata.org/entity/Q2093297,Ryavallen,Point(12.934921 57.735724),19400,1941,NA,IF Elfsborg
198,S-198,Tunavallen,Eskilstuna,Sweden,22000,https://en.wikipedia.org/wiki/Tunavallen,https://en.wikipedia.org/wiki/Eskilstuna,Tunavallen,Tunavallen,https://en.wikipedia.org/wiki/Tunavallen,http://www.wikidata.org/entity/Q1593861,Tunavallen,Point(16.495 59.370667),7800,1924,NA,Eskilstuna City FK; IFK Eskilstuna; Eskilstuna IK; Eskilstuna United DFF
199,S-199,Strömvallen,Gävle,Sweden,7000,https://en.wikipedia.org/wiki/Strömvallen,https://en.wikipedia.org/wiki/Gävle,Strömvallen,Strömvallen,https://en.wikipedia.org/wiki/Str%C3%B6mvallen,http://www.wikidata.org/entity/Q2301634,Strömvallen,Point(17.1275 60.673055555),6703,1903,NA,Gefle IF
200,S-200,Ullevi,Gothenburg,Sweden,54000,https://en.wikipedia.org/wiki/Ullevi,https://en.wikipedia.org/wiki/Gothenburg,Ullevi,Ullevi,https://en.wikipedia.org/wiki/Ullevi,http://www.wikidata.org/entity/Q824352,Ullevi,Point(11.987222222 57.705833333),43000,1958,NA,IFK Göteborg; 1975 World Sprint Speed Skating Championships
201,S-201,Örjans Vall,Halmstad,Sweden,15000,https://en.wikipedia.org/wiki/Örjans_Vall,https://en.wikipedia.org/wiki/Halmstad,Örjans Vall,Örjans Vall,https://en.wikipedia.org/wiki/%C3%96rjans_Vall,http://www.wikidata.org/entity/Q297924,Örjans Vall,Point(12.866388888 56.684166666),15500,1922,NA,Halmstads BK; IS Halmia
202,S-202,Olympia,Helsingborg,Sweden,27000,https://en.wikipedia.org/wiki/Olympia_(Helsingborg),https://en.wikipedia.org/wiki/Helsingborg,Olympia (Helsingborg),Olympia (Helsingborg),https://en.wikipedia.org/wiki/Olympia_(Helsingborg),http://www.wikidata.org/entity/Q638087,Olympia,Point(12.706944444 56.049444444),16000,1898,NA,Helsingborgs IF
203,S-203,Tingvalla IP,Karlstad,Sweden,5000,https://en.wikipedia.org/wiki/Tingvalla_IP,https://en.wikipedia.org/wiki/Karlstad,Tingvalla IP,Tingvalla IP,https://en.wikipedia.org/wiki/Tingvalla_IP,http://www.wikidata.org/entity/Q3544001,Tingvalla IP,Point(13.4935 59.386694),10000,1919,NA,Carlstad United BK
204,S-204,Malmö Stadion,Malmö,Sweden,30000,https://en.wikipedia.org/wiki/Malmö_Stadion,https://en.wikipedia.org/wiki/Malmö,Malmö Stadion,Malmö Stadion,https://en.wikipedia.org/wiki/Malm%C3%B6_Stadion,http://www.wikidata.org/entity/Q175960,Malmö stadion,Point(12.989166666 55.586111111),26500,1958,NA,Malmö FF
205,S-205,Idrottsparken,Norrköping,Sweden,20000,https://en.wikipedia.org/wiki/Nya_Parken,https://en.wikipedia.org/wiki/Norrköping,Nya Parken,Idrottsparken (Norrköping),https://en.wikipedia.org/wiki/Idrottsparken_(Norrk%C3%B6ping),http://www.wikidata.org/entity/Q571624,Idrottsparken,Point(16.173055555 58.584166666),17234,1904,NA,IK Sleipner; IFK Norrköping DFK; IFK Norrköping FK
206,S-206,Eyravallen,Örebro,Sweden,13000,https://en.wikipedia.org/wiki/Behrn_Arena,https://en.wikipedia.org/wiki/Örebro,Behrn Arena,Eyravallen,https://en.wikipedia.org/wiki/Eyravallen,http://www.wikidata.org/entity/Q814577,Behrn Arena,Point(15.22305556 59.26611111),12674,1923,NA,Örebro SK
207,S-207,Jernvallen,Sandviken,Sweden,20000,https://en.wikipedia.org/wiki/Jernvallen,https://en.wikipedia.org/wiki/Sandviken,Jernvallen,Jernvallen,https://en.wikipedia.org/wiki/Jernvallen,http://www.wikidata.org/entity/Q1631393,Jernvallen,Point(16.773055555 60.608888888),7000,1938,NA,Sandvikens AIK; Sandvikens IF
208,S-208,Råsunda Stadium,Solna,Sweden,52000,https://en.wikipedia.org/wiki/Råsunda_Stadium,https://en.wikipedia.org/wiki/Solna_Municipality,Råsunda Stadium,Råsunda Stadium,https://en.wikipedia.org/wiki/R%C3%A5sunda_Stadium,http://www.wikidata.org/entity/Q725623,Råsunda Stadium,Point(17.996388888 59.362777777),36608,1937,2013,Sweden men's national football team; AIK Fotboll
209,S-209,Rimnersvallen,Uddevalla,Sweden,18000,https://en.wikipedia.org/wiki/Rimnersvallen,https://en.wikipedia.org/wiki/Uddevalla,Rimnersvallen,Rimnersvallen,https://en.wikipedia.org/wiki/Rimnersvallen,http://www.wikidata.org/entity/Q1851916,Rimnersvallen,Point(11.95 58.35666667),12000,1923,NA,IK Oddevold; Uddevalla IS; IK Rössö Uddevalla
210,S-210,Arosvallen,Västerås,Sweden,10000,https://en.wikipedia.org/wiki/Arosvallen,https://en.wikipedia.org/wiki/Västerås,Arosvallen,Arosvallen,https://en.wikipedia.org/wiki/Arosvallen,http://www.wikidata.org/entity/Q698429,Arosvallen,Point(16.54104444 59.62044722),10000,1932,NA,Västerås SK Fotboll
211,S-211,St. Jakob Stadium,Basel,Switzerland,55000,https://en.wikipedia.org/wiki/St._Jakob_Stadium,https://en.wikipedia.org/wiki/Basel,St. Jakob Stadium,St. Jakob Stadium,https://en.wikipedia.org/wiki/St._Jakob_Stadium,http://www.wikidata.org/entity/Q938693,St. Jakob Stadium,Point(7.62 47.541389),51500,1954,1998,FC Concordia Basel
212,S-212,Wankdorf Stadium,Bern,Switzerland,65000,https://en.wikipedia.org/wiki/Wankdorf_Stadium,https://en.wikipedia.org/wiki/Bern,Wankdorf Stadium,Wankdorf Stadium,https://en.wikipedia.org/wiki/Wankdorf_Stadium,http://www.wikidata.org/entity/Q676004,Wankdorf Stadium,Point(7.465 46.962778),64000,1925,2001,BSC Young Boys
213,S-213,Charmilles Stadium,Geneva,Switzerland,36000,https://en.wikipedia.org/wiki/Charmilles_Stadium,https://en.wikipedia.org/wiki/Geneva,Charmilles Stadium,Charmilles Stadium,https://en.wikipedia.org/wiki/Charmilles_Stadium,http://www.wikidata.org/entity/Q259827,Charmilles Stadium,Point(6.1182 46.2091),30084,NA,2011,Servette FC
214,S-214,Stade Olympique de la Pontaise,Lausanne,Switzerland,50000,https://en.wikipedia.org/wiki/Stade_Olympique_de_la_Pontaise,https://en.wikipedia.org/wiki/Lausanne,Stade Olympique de la Pontaise,Stade Olympique de la Pontaise,https://en.wikipedia.org/wiki/Stade_Olympique_de_la_Pontaise,http://www.wikidata.org/entity/Q668606,Stade Olympique de la Pontaise,Point(6.625 46.534),50000,1904,NA,FC Lausanne-Sport
215,S-215,Cornaredo Stadium,Lugano,Switzerland,36000,https://en.wikipedia.org/wiki/Cornaredo_Stadium,https://en.wikipedia.org/wiki/Lugano,Cornaredo Stadium,Cornaredo Stadium,https://en.wikipedia.org/wiki/Cornaredo_Stadium,http://www.wikidata.org/entity/Q671287,Cornaredo Stadium,Point(8.961667 46.023611),15000,1951,NA,FC Lugano
216,S-216,Hardturm Stadium,Zürich,Switzerland,35000,https://en.wikipedia.org/wiki/Hardturm,https://en.wikipedia.org/wiki/Zürich,Hardturm,Hardturm,https://en.wikipedia.org/wiki/Hardturm,http://www.wikidata.org/entity/Q688780,Hardturm,Point(8.504722 47.393056),17666,1929,2008,Grasshopper Club Zürich
217,S-217,Foxboro Stadium,Boston,United States,59000,https://en.wikipedia.org/wiki/Foxboro_Stadium,https://en.wikipedia.org/wiki/Boston,Foxboro Stadium,Foxboro Stadium,https://en.wikipedia.org/wiki/Foxboro_Stadium,http://www.wikidata.org/entity/Q339850,Foxboro Stadium,Point(-71.267441666 42.0927),60292,1971,2002,New England Patriots
218,S-218,Home Depot Center,Carson,United States,28000,https://en.wikipedia.org/wiki/Dignity_Health_Sports_Park,"https://en.wikipedia.org/wiki/Carson,_California",Dignity Health Sports Park,Dignity Health Sports Park,https://en.wikipedia.org/wiki/Dignity_Health_Sports_Park,http://www.wikidata.org/entity/Q200684,Dignity Health Sports Park,Point(-118.261111111 33.864444444),30510,2003,NA,LA Galaxy; Los Angeles Chargers; Chivas USA; San Diego State Aztecs football; Los Angeles Wildcats
219,S-219,Soldier Field,Chicago,United States,65000,https://en.wikipedia.org/wiki/Soldier_Field,https://en.wikipedia.org/wiki/Chicago,Soldier Field,Soldier Field,https://en.wikipedia.org/wiki/Soldier_Field,http://www.wikidata.org/entity/Q1132413,Soldier Field,Point(-87.616666666 41.8625),63500,1924,NA,Chicago Bears; Arizona Cardinals; Chicago Fire FC; Chicago Rockets; Chicago Winds
220,S-220,Columbus Crew Stadium,Columbus,United States,23000,https://en.wikipedia.org/wiki/Mapfre_Stadium,"https://en.wikipedia.org/wiki/Columbus,_Ohio",Mapfre Stadium,Historic Crew Stadium,https://en.wikipedia.org/wiki/Historic_Crew_Stadium,http://www.wikidata.org/entity/Q1112858,Historic Crew Stadium,Point(-82.991111111 40.009444444),22555,1999,NA,Columbus Crew; Columbus Crew 2
221,S-221,Cotton Bowl,Dallas,United States,64000,https://en.wikipedia.org/wiki/Cotton_Bowl_(stadium),https://en.wikipedia.org/wiki/Dallas,Cotton Bowl (stadium),Cotton Bowl (stadium),https://en.wikipedia.org/wiki/Cotton_Bowl_(stadium),http://www.wikidata.org/entity/Q1136764,Cotton Bowl,Point(-96.759722222 32.779722222),92100,1930,NA,Kansas City Chiefs; State Fair Classic; Dallas Trinity FC
222,S-222,Giants Stadium,East Rutherford,United States,76000,https://en.wikipedia.org/wiki/Giants_Stadium,"https://en.wikipedia.org/wiki/East_Rutherford,_New_Jersey",Giants Stadium,Giants Stadium,https://en.wikipedia.org/wiki/Giants_Stadium,http://www.wikidata.org/entity/Q375365,Giants Stadium,Point(-74.074433 40.813726),80242,1976,2010,New York Giants; New York Red Bulls; New York Jets; New York Cosmos; New York/New Jersey Knights; New York/New Jersey Hitmen
223,S-223,Foxboro Stadium,Foxborough,United States,54000,https://en.wikipedia.org/wiki/Foxboro_Stadium,https://en.wikipedia.org/wiki/Foxboro_Stadium,Foxboro Stadium,Foxboro Stadium,https://en.wikipedia.org/wiki/Foxboro_Stadium,http://www.wikidata.org/entity/Q339850,Foxboro Stadium,Point(-71.267441666 42.0927),60292,1971,2002,New England Patriots
224,S-224,Gillette Stadium,Foxborough,United States,68000,https://en.wikipedia.org/wiki/Gillette_Stadium,"https://en.wikipedia.org/wiki/Foxborough,_Massachusetts",Gillette Stadium,Gillette Stadium,https://en.wikipedia.org/wiki/Gillette_Stadium,http://www.wikidata.org/entity/Q373355,Gillette Stadium,Point(-71.264344444 42.090944444),68756,2002,NA,New England Patriots; New England Revolution II; New England Revolution
225,S-225,Rose Bowl,Los Angeles,United States,96000,https://en.wikipedia.org/wiki/Rose_Bowl_(stadium),https://en.wikipedia.org/wiki/Los_Angeles,Rose Bowl (stadium),Rose Bowl (stadium),https://en.wikipedia.org/wiki/Rose_Bowl_(stadium),http://www.wikidata.org/entity/Q582280,Rose Bowl,Point(-118.1676 34.1614),92542,1922,NA,UCLA Bruins; UCLA Bruins football
226,S-226,Giants Stadium,New York City,United States,78000,https://en.wikipedia.org/wiki/Giants_Stadium,https://en.wikipedia.org/wiki/New_York_City,Giants Stadium,Giants Stadium,https://en.wikipedia.org/wiki/Giants_Stadium,http://www.wikidata.org/entity/Q375365,Giants Stadium,Point(-74.074433 40.813726),80242,1976,2010,New York Giants; New York Red Bulls; New York Jets; New York Cosmos; New York/New Jersey Knights; New York/New Jersey Hitmen
227,S-227,Citrus Bowl,Orlando,United States,62000,https://en.wikipedia.org/wiki/Citrus_Bowl_(stadium),"https://en.wikipedia.org/wiki/Orlando,_Florida",Citrus Bowl (stadium),Camping World Stadium,https://en.wikipedia.org/wiki/Camping_World_Stadium,http://www.wikidata.org/entity/Q199359,Camping World Stadium,Point(-81.402777777 28.539166666),65438,1936,NA,Orlando City SC; Citrus Bowl; UCF Knights football; Orlando Pride; Orlando Guardians
228,S-228,Rose Bowl,Pasadena,United States,94000,https://en.wikipedia.org/wiki/Rose_Bowl_(stadium),"https://en.wikipedia.org/wiki/Pasadena,_California",Rose Bowl (stadium),Rose Bowl (stadium),https://en.wikipedia.org/wiki/Rose_Bowl_(stadium),http://www.wikidata.org/entity/Q582280,Rose Bowl,Point(-118.1676 34.1614),92542,1922,NA,UCLA Bruins; UCLA Bruins football
229,S-229,Lincoln Financial Field,Philadelphia,United States,70000,https://en.wikipedia.org/wiki/Lincoln_Financial_Field,https://en.wikipedia.org/wiki/Philadelphia,Lincoln Financial Field,Lincoln Financial Field,https://en.wikipedia.org/wiki/Lincoln_Financial_Field,http://www.wikidata.org/entity/Q1052370,Lincoln Financial Field,Point(-75.16776 39.90089),68532,2003,NA,Philadelphia Eagles; Temple Owls football
230,S-230,Pontiac Silverdome,Pontiac,United States,78000,https://en.wikipedia.org/wiki/Pontiac_Silverdome,"https://en.wikipedia.org/wiki/Pontiac,_Michigan",Pontiac Silverdome,Pontiac Silverdome,https://en.wikipedia.org/wiki/Pontiac_Silverdome,http://www.wikidata.org/entity/Q211662,Pontiac Silverdome,Point(-83.255 42.645833333),82000,1975,2017,Detroit Lions
231,S-231,Civic Stadium,Portland,United States,27000,"https://en.wikipedia.org/wiki/Civic_Stadium_(Portland,_Oregon)","https://en.wikipedia.org/wiki/Portland,_Oregon","Civic Stadium (Portland, Oregon)",Providence Park,https://en.wikipedia.org/wiki/Providence_Park,http://www.wikidata.org/entity/Q262291,Providence Park,Point(-122.691666666 45.521388888),25218,1926,NA,Portland Timbers; Portland Thorns FC; Portland Breakers; Oregon Ducks football; Portland Beavers; Portland State Vikings football; Portland Timbers 2
232,S-232,PGE Park,Portland,United States,28000,https://en.wikipedia.org/wiki/Providence_Park,"https://en.wikipedia.org/wiki/Portland,_Oregon",Providence Park,Providence Park,https://en.wikipedia.org/wiki/Providence_Park,http://www.wikidata.org/entity/Q262291,Providence Park,Point(-122.691666666 45.521388888),25218,1926,NA,Portland Timbers; Portland Thorns FC; Portland Breakers; Oregon Ducks football; Portland Beavers; Portland State Vikings football; Portland Timbers 2
233,S-233,Stanford Stadium,San Fransisco,United States,85000,https://en.wikipedia.org/wiki/Stanford_Stadium,https://en.wikipedia.org/wiki/San_Francisco,Stanford Stadium,Stanford Stadium,https://en.wikipedia.org/wiki/Stanford_Stadium,http://www.wikidata.org/entity/Q692470,Stanford Stadium,Point(-122.161111111 37.434444444),50424,2006,2005,Stanford Cardinal football
234,S-234,Spartan Stadium,San Jose,United States,26000,https://en.wikipedia.org/wiki/Spartan_Stadium_(San_Jose),"https://en.wikipedia.org/wiki/San_Jose,_California",Spartan Stadium (San Jose),CEFCU Stadium,https://en.wikipedia.org/wiki/CEFCU_Stadium,http://www.wikidata.org/entity/Q2165358,CEFCU Stadium,Point(-121.868333333 37.319722222),30456,1933,NA,San Jose State Spartans; San Jose State Spartans football
235,S-235,Stanford Stadium,Stanford,United States,84000,https://en.wikipedia.org/wiki/Stanford_Stadium,"https://en.wikipedia.org/wiki/Stanford,_California",Stanford Stadium,Stanford Stadium,https://en.wikipedia.org/wiki/Stanford_Stadium,http://www.wikidata.org/entity/Q692470,Stanford Stadium,Point(-122.161111111 37.434444444),50424,2006,2005,Stanford Cardinal football
236,S-236,Jack Kent Cooke Stadium,"Washington, D.C.",United States,80000,https://en.wikipedia.org/wiki/Jack_Kent_Cooke_Stadium,"https://en.wikipedia.org/wiki/Washington,_D.C.",Jack Kent Cooke Stadium,Northwest Stadium,https://en.wikipedia.org/wiki/Northwest_Stadium,http://www.wikidata.org/entity/Q583085,Northwest Stadium,Point(-76.864444444 38.907777777),64000,1997,NA,Washington Commanders
237,S-237,RFK Stadium,"Washington, D.C.",United States,53000,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium,"https://en.wikipedia.org/wiki/Washington,_D.C.",Robert F. Kennedy Memorial Stadium,Robert F. Kennedy Memorial Stadium,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium,http://www.wikidata.org/entity/Q153312,Robert F. Kennedy Memorial Stadium,Point(-76.971944444 38.89),43500,1961,2024,Washington Commanders; D.C. United; George Washington Colonials football; Washington Senators
238,S-238,Estadio Centenario,Montevideo,Uruguay,90000,https://en.wikipedia.org/wiki/Estadio_Centenario,https://en.wikipedia.org/wiki/Montevideo,Estadio Centenario,Estadio Centenario,https://en.wikipedia.org/wiki/Estadio_Centenario,http://www.wikidata.org/entity/Q498245,Estadio Centenario,Point(-56.152778 -34.894444),60235,1930,NA,Uruguayan Football Association
239,S-239,Estadio Gran Parque Central,Montevideo,Uruguay,20000,https://en.wikipedia.org/wiki/Estadio_Gran_Parque_Central,https://en.wikipedia.org/wiki/Montevideo,Estadio Gran Parque Central,Estadio Gran Parque Central,https://en.wikipedia.org/wiki/Estadio_Gran_Parque_Central,http://www.wikidata.org/entity/Q786149,Estadio Gran Parque Central,Point(-56.159 -34.8845),34000,1947,NA,Club Nacional de Football
240,S-240,Estadio Pocitos,Montevideo,Uruguay,10000,https://en.wikipedia.org/wiki/Estadio_Pocitos,https://en.wikipedia.org/wiki/Montevideo,Estadio Pocitos,Estadio Pocitos,https://en.wikipedia.org/wiki/Estadio_Pocitos,http://www.wikidata.org/entity/Q741103,Pocitos Stadium,Point(-56.1562 -34.905053),1000,1921,1940,Club Atlético Peñarol
