venue_id,stadium_id,stadium_name,city_name,country_name,tournament_id,tournament_year,award_year,opened_year,stadium_capacity,design_purpose,newly_built,current_status,status_detail,not_in_use_reason,notes,wikipedia_link
S-155,S-155,Samara Arena,Samara,Russia,WC-2018,2018,2010,2018,42000,Single-purpose,New,in use,,,,https://en.wikipedia.org/wiki/Samara_Arena
S-156,S-156,Mordovia Arena,Saransk,Russia,WC-2018,2018,2010,2018,42000,Single-purpose,New,in use,,,,https://en.wikipedia.org/wiki/Mordovia_Arena
S-157,S-157,Fisht Olympic Stadium,Sochi,Russia,WC-2018,2018,2010,2014,44000,Multi-purpose,New,in use,,,"built for the 2014 Sochi Olympics, opened after the 2010 award; refit for the WC",https://en.wikipedia.org/wiki/Fisht_Olympic_Stadium
S-158,S-158,Volgograd Arena,Volgograd,Russia,WC-2018,2018,2010,2018,44000,Single-purpose,New,in use,,,,https://en.wikipedia.org/wiki/Volgograd_Arena
S-159,S-159,Central Stadium,Yekaterinburg,Russia,WC-2018,2018,2010,1957,33000,Single-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Central_Stadium_(Yekaterinburg)
S-160,S-160,Free State Stadium,Bloemfontein,South Africa,WC-2010,2010,2004,1955,41000,Multi-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Free_State_Stadium
S-161,S-161,Cape Town Stadium,Cape Town,South Africa,WC-2010,2010,2004,2009,64000,Multi-purpose,New,in use,,,,https://en.wikipedia.org/wiki/Cape_Town_Stadium
S-162,S-162,Moses Mabhida Stadium,Durban,South Africa,WC-2010,2010,2004,2009,63000,Multi-purpose,New,in use,,,,https://en.wikipedia.org/wiki/Moses_Mabhida_Stadium
S-163,S-163,Ellis Park Stadium,Johannesburg,South Africa,WC-2010,2010,2004,1928,56000,Multi-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Ellis_Park_Stadium
S-164,S-164,Soccer City,Johannesburg,South Africa,WC-2010,2010,2004,2009,84000,Multi-purpose,New,in use,,,1989 stadium nearly fully rebuilt 2006-09 for the WC,https://en.wikipedia.org/wiki/FNB_Stadium
S-165,S-165,Mbombela Stadium,Nelspruit,South Africa,WC-2010,2010,2004,2009,41000,Multi-purpose,New,in use,,,,https://en.wikipedia.org/wiki/Mbombela_Stadium
S-166,S-166,Peter Mokaba Stadium,Polokwane,South Africa,WC-2010,2010,2004,2010,42000,Multi-purpose,New,in use,,,,https://en.wikipedia.org/wiki/Peter_Mokaba_Stadium
S-167,S-167,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,WC-2010,2010,2004,2009,42000,Multi-purpose,New,in use,,,,https://en.wikipedia.org/wiki/Nelson_Mandela_Bay_Stadium
S-168,S-168,Loftus Versfeld Stadium,Pretoria,South Africa,WC-2010,2010,2004,1923,43000,Multi-purpose,Existing,in use,,,"construction 1906-1923, opened 1923",https://en.wikipedia.org/wiki/Loftus_Versfeld_Stadium
S-169,S-169,Royal Bafokeng Stadium,Rustenburg,South Africa,WC-2010,2010,2004,1999,42000,Multi-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Royal_Bafokeng_Stadium
S-170,S-170,Busan Asiad Stadium,Busan,South Korea,WC-2002,2002,1996,2001,56000,Multi-purpose,New,in use,,,,https://en.wikipedia.org/wiki/Busan_Asiad_Stadium
S-171,S-171,Daegu World Cup Stadium,Daegu,South Korea,WC-2002,2002,1996,2001,68000,Multi-purpose,New,in use,,,,https://en.wikipedia.org/wiki/Daegu_Stadium
S-172,S-172,Daejeon World Cup Stadium,Daejeon,South Korea,WC-2002,2002,1996,2001,40000,Single-purpose,New,in use,,,,https://en.wikipedia.org/wiki/Daejeon_World_Cup_Stadium
S-173,S-173,Gwangju World Cup Stadium,Gwangju,South Korea,WC-2002,2002,1996,2001,43000,Multi-purpose,New,in use,,,,https://en.wikipedia.org/wiki/Gwangju_World_Cup_Stadium
S-174,S-174,Incheon Munhak Stadium,Incheon,South Korea,WC-2002,2002,1996,2002,52000,Multi-purpose,New,in use,,,,https://en.wikipedia.org/wiki/Incheon_Munhak_Stadium
S-175,S-175,Jeonju World Cup Stadium,Jeonju,South Korea,WC-2002,2002,1996,2001,42000,Single-purpose,New,in use,,,,https://en.wikipedia.org/wiki/Jeonju_World_Cup_Stadium
S-176,S-176,Jeju World Cup Stadium,Seogwipo,South Korea,WC-2002,2002,1996,2001,42000,Single-purpose,New,in use,,,,https://en.wikipedia.org/wiki/Jeju_World_Cup_Stadium
S-177,S-177,Seoul World Cup Stadium,Seoul,South Korea,WC-2002,2002,1996,2001,64000,Single-purpose,New,in use,,,,https://en.wikipedia.org/wiki/Seoul_World_Cup_Stadium
S-178,S-178,Suwon World Cup Stadium,Suwon,South Korea,WC-2002,2002,1996,2001,43000,Single-purpose,New,in use,,,,https://en.wikipedia.org/wiki/Suwon_World_Cup_Stadium
S-179,S-179,Ulsan Munsu Football Stadium,Ulsan,South Korea,WC-2002,2002,1996,2001,44000,Single-purpose,New,in use,,,,https://en.wikipedia.org/wiki/Ulsan_Munsu_Football_Stadium
S-180,S-180,Estadio Riazor,A Coruña,Spain,WC-1982,1982,1966,1944,34000,Single-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Estadio_Riazor
S-181,S-181,Estadio José Rico Pérez,Alicante,Spain,WC-1982,1982,1966,1974,33000,Multi-purpose,New,in use,,,"club built, opened 1974, Spain awarded 1966",https://en.wikipedia.org/wiki/Estadio_José_Rico_Pérez
S-182,S-182,Camp Nou,Barcelona,Spain,WC-1982,1982,1966,1957,121000,Single-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Camp_Nou
S-183,S-183,Estadi de Sarrià,Barcelona,Spain,WC-1982,1982,1966,1923,40000,Single-purpose,Existing,not in use,demolished 1997,urban redevelopment,,https://en.wikipedia.org/wiki/Sarrià_Stadium
S-184,S-184,Estadio San Mamés,Bilbao,Spain,WC-1982,1982,1966,1913,46000,Single-purpose,Existing,not in use,demolished 2013,replaced by successor stadium,,https://en.wikipedia.org/wiki/San_Mamés_Stadium_(1913)
S-185,S-185,Nuevo Estadio,Elche,Spain,WC-1982,1982,1966,1976,53000,Single-purpose,New,in use,,,"opened 1976, Spain awarded 1966 (16 year lead)",https://en.wikipedia.org/wiki/Estadio_Manuel_Mart%C3%ADnez_Valero
S-186,S-186,Estadio El Molinón,Gijón,Spain,WC-1982,1982,1966,1908,45000,Single-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/El_Molinón
S-187,S-187,Estadio Santiago Bernabéu,Madrid,Spain,WC-1982,1982,1966,1947,90000,Single-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Santiago_Bernabéu_Stadium
S-188,S-188,Vicente Calderón,Madrid,Spain,WC-1982,1982,1966,1966,66000,Single-purpose,Existing,not in use,demolished 2019,replaced by successor stadium,,https://en.wikipedia.org/wiki/Vicente_Calderón_Stadium
S-189,S-189,Estadio La Rosaleda,Málaga,Spain,WC-1982,1982,1966,1941,45000,Single-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Estadio_La_Rosaleda
S-190,S-190,Estadio Carlos Tartiere,Oviedo,Spain,WC-1982,1982,1966,1932,24000,Multi-purpose,Existing,not in use,demolished 2003,replaced by successor stadium,,https://en.wikipedia.org/wiki/Estadio_Carlos_Tartiere_(1932)
S-191,S-191,Estadio Benito Villamarín,Seville,Spain,WC-1982,1982,1966,1929,50000,Single-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Estadio_Benito_Villamar%C3%ADn
S-192,S-192,Estadio Ramón Sánchez Pizjuán,Seville,Spain,WC-1982,1982,1966,1958,68000,Single-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Ramón_Sánchez_Pizjuán_Stadium
S-193,S-193,Estadio Luis Casanova,Valencia,Spain,WC-1982,1982,1966,1923,50000,Single-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Mestalla_Stadium
S-194,S-194,Estadio José Zorrilla,Valladolid,Spain,WC-1982,1982,1966,1982,30000,Single-purpose,New,in use,,,,https://en.wikipedia.org/wiki/Estadio_José_Zorrilla
S-195,S-195,Balaídos,Vigo,Spain,WC-1982,1982,1966,1928,33000,Single-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Bala%C3%ADdos
S-196,S-196,Estadio La Romareda,Zaragoza,Spain,WC-1982,1982,1966,1957,42000,Single-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/La_Romareda
S-197,S-197,Ryavallen,Borås,Sweden,WC-1958,1958,1950,1941,15000,Multi-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Ryavallen
S-198,S-198,Tunavallen,Eskilstuna,Sweden,WC-1958,1958,1950,1924,22000,Multi-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Tunavallen
S-199,S-199,Strömvallen,Gävle,Sweden,WC-1995,1995,1993,1903,7000,Single-purpose,Existing,in use,,,award year approximate,https://en.wikipedia.org/wiki/Strömvallen
S-200,S-200,Ullevi,Gothenburg,Sweden,WC-1958,1958,1950,1958,54000,Multi-purpose,New,in use,,,,https://en.wikipedia.org/wiki/Ullevi
S-201,S-201,Örjans Vall,Halmstad,Sweden,WC-1958,1958,1950,1922,15000,Single-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Örjans_Vall
S-202,S-202,Olympia,Helsingborg,Sweden,WC-1958,1958,1950,1898,27000,Single-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Olympia_(Helsingborg)
S-202,S-202,Olympia,Helsingborg,Sweden,WC-1995,1995,1993,1898,27000,Single-purpose,Existing,in use,,,award year approximate,https://en.wikipedia.org/wiki/Olympia_(Helsingborg)
S-203,S-203,Tingvalla IP,Karlstad,Sweden,WC-1995,1995,1993,1919,5000,Multi-purpose,Existing,in use,,,award year approximate,https://en.wikipedia.org/wiki/Tingvalla_IP
S-204,S-204,Malmö Stadion,Malmö,Sweden,WC-1958,1958,1950,1958,30000,Multi-purpose,New,in use,,,,https://en.wikipedia.org/wiki/Malmö_Stadion
S-205,S-205,Idrottsparken,Norrköping,Sweden,WC-1958,1958,1950,1903,20000,Multi-purpose,Existing,in use,,,opened 25 Sep 1903,https://en.wikipedia.org/wiki/Nya_Parken
S-206,S-206,Eyravallen,Örebro,Sweden,WC-1958,1958,1950,1923,13000,Single-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Behrn_Arena
S-207,S-207,Jernvallen,Sandviken,Sweden,WC-1958,1958,1950,1938,20000,Multi-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Jernvallen
S-208,S-208,Råsunda Stadium,Solna,Sweden,WC-1958,1958,1950,1937,52000,Single-purpose,Existing,not in use,demolished 2013,replaced by successor stadium,,https://en.wikipedia.org/wiki/Råsunda_Stadium
S-208,S-208,Råsunda Stadium,Solna,Sweden,WC-1995,1995,1993,1937,52000,Single-purpose,Existing,not in use,demolished 2013,replaced by successor stadium,award year approximate,https://en.wikipedia.org/wiki/Råsunda_Stadium
S-209,S-209,Rimnersvallen,Uddevalla,Sweden,WC-1958,1958,1950,1923,18000,Multi-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Rimnersvallen
S-210,S-210,Arosvallen,Västerås,Sweden,WC-1958,1958,1950,1932,10000,Multi-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Arosvallen
S-210,S-210,Arosvallen,Västerås,Sweden,WC-1995,1995,1993,1932,10000,Multi-purpose,Existing,in use,,,award year approximate,https://en.wikipedia.org/wiki/Arosvallen
S-211,S-211,St. Jakob Stadium,Basel,Switzerland,WC-1954,1954,1946,1954,55000,Single-purpose,New,in use,rebuilt 2001,,"built for WC54; closed 1998, St. Jakob-Park built on the same site, opened 2001; in use (rebuilt) per the IOC convention",https://en.wikipedia.org/wiki/St._Jakob_Stadium
S-212,S-212,Wankdorf Stadium,Bern,Switzerland,WC-1954,1954,1946,1954,65000,Single-purpose,New,in use,rebuilt 2005,,"the 1925 Wankdorf was demolished and rebuilt for the WC, inaugurated just before the tournament, so New; demolished 2001 and replaced on the same site by Stadion Wankdorf in 2005, so in use (rebuilt)",https://en.wikipedia.org/wiki/Wankdorf_Stadium
S-213,S-213,Charmilles Stadium,Geneva,Switzerland,WC-1954,1954,1946,1930,36000,Multi-purpose,Existing,not in use,demolished 2012,replaced by successor stadium,,https://en.wikipedia.org/wiki/Charmilles_Stadium
S-214,S-214,Stade Olympique de la Pontaise,Lausanne,Switzerland,WC-1954,1954,1946,1954,50000,Multi-purpose,New,in use,,,rebuilt 1954 for the WC (original 1904),https://en.wikipedia.org/wiki/Stade_Olympique_de_la_Pontaise
S-215,S-215,Cornaredo Stadium,Lugano,Switzerland,WC-1954,1954,1946,1951,36000,Multi-purpose,New,in use,,,"opened 1951, Switzerland awarded 1946",https://en.wikipedia.org/wiki/Cornaredo_Stadium
S-216,S-216,Hardturm Stadium,Zürich,Switzerland,WC-1954,1954,1946,1929,35000,Single-purpose,Existing,not in use,demolished 2008,replaced by successor stadium,,https://en.wikipedia.org/wiki/Hardturm
S-217,S-217,Foxboro Stadium,Boston,United States,WC-1999,1999,1996,1971,59000,Multi-purpose,Existing,not in use,demolished 2002,replaced by successor stadium,,https://en.wikipedia.org/wiki/Foxboro_Stadium
S-218,S-218,Home Depot Center,Carson,United States,WC-2003,2003,2003,2003,28000,Multi-purpose,Existing,in use,,,"tournament moved from China to the US in May 2003 (SARS); venue was an MLS project already underway, opened Jun 2003; Existing",https://en.wikipedia.org/wiki/Dignity_Health_Sports_Park
S-219,S-219,Soldier Field,Chicago,United States,WC-1994,1994,1988,1924,65000,Multi-purpose,Existing,in use,rebuilt 2003,,"gut rebuilt 2003, colonnades kept; in use (rebuilt) per the IOC convention",https://en.wikipedia.org/wiki/Soldier_Field
S-219,S-219,Soldier Field,Chicago,United States,WC-1999,1999,1996,1924,65000,Multi-purpose,Existing,in use,rebuilt 2003,,see the 1994 row,https://en.wikipedia.org/wiki/Soldier_Field
S-220,S-220,Columbus Crew Stadium,Columbus,United States,WC-2003,2003,2003,1999,23000,Single-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Mapfre_Stadium
S-221,S-221,Cotton Bowl,Dallas,United States,WC-1994,1994,1988,1930,64000,Multi-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Cotton_Bowl_(stadium)
S-222,S-222,Giants Stadium,East Rutherford,United States,WC-1994,1994,1988,1976,76000,Multi-purpose,Existing,not in use,demolished 2010,replaced by successor stadium,,https://en.wikipedia.org/wiki/Giants_Stadium
S-217,S-223,Foxboro Stadium,Foxborough,United States,WC-1994,1994,1988,1971,54000,Multi-purpose,Existing,not in use,demolished 2002,replaced by successor stadium,,https://en.wikipedia.org/wiki/Foxboro_Stadium
S-224,S-224,Gillette Stadium,Foxborough,United States,WC-2003,2003,2003,2002,68000,Multi-purpose,Existing,in use,,,"opened 2002, before the May 2003 emergency award; Existing",https://en.wikipedia.org/wiki/Gillette_Stadium
S-225,S-225,Rose Bowl,Los Angeles,United States,WC-1999,1999,1996,1922,96000,Multi-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Rose_Bowl_(stadium)
S-222,S-226,Giants Stadium,New York City,United States,WC-1999,1999,1996,1976,78000,Multi-purpose,Existing,not in use,demolished 2010,replaced by successor stadium,,https://en.wikipedia.org/wiki/Giants_Stadium
S-227,S-227,Citrus Bowl,Orlando,United States,WC-1994,1994,1988,1936,62000,Multi-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Citrus_Bowl_(stadium)
S-225,S-228,Rose Bowl,Pasadena,United States,WC-1994,1994,1988,1922,94000,Multi-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Rose_Bowl_(stadium)
S-229,S-229,Lincoln Financial Field,Philadelphia,United States,WC-2003,2003,2003,2003,70000,Multi-purpose,Existing,in use,,,"opened Aug 2003, but an NFL project underway long before the May 2003 emergency award; Existing",https://en.wikipedia.org/wiki/Lincoln_Financial_Field
S-230,S-230,Pontiac Silverdome,Pontiac,United States,WC-1994,1994,1988,1975,78000,Multi-purpose,Existing,not in use,demolished 2017,abandoned before demolition,,https://en.wikipedia.org/wiki/Pontiac_Silverdome
S-231,S-231,Civic Stadium,Portland,United States,WC-1999,1999,1996,1926,27000,Multi-purpose,Existing,in use,,,,"https://en.wikipedia.org/wiki/Civic_Stadium_(Portland,_Oregon)"
S-231,S-232,PGE Park,Portland,United States,WC-2003,2003,2003,1926,28000,Multi-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Providence_Park
S-233,S-233,Stanford Stadium,San Fransisco,United States,WC-1999,1999,1996,1921,85000,Multi-purpose,Existing,in use,rebuilt 2006,,"1921 bowl demolished 2005, rebuilt on the same footprint 2006; in use (rebuilt) per the IOC convention",https://en.wikipedia.org/wiki/Stanford_Stadium
S-234,S-234,Spartan Stadium,San Jose,United States,WC-1999,1999,1996,1933,26000,Multi-purpose,Existing,in use,,,,https://en.wikipedia.org/wiki/Spartan_Stadium_(San_Jose)
S-233,S-235,Stanford Stadium,Stanford,United States,WC-1994,1994,1988,1921,84000,Multi-purpose,Existing,in use,rebuilt 2006,,see the 1999 row,https://en.wikipedia.org/wiki/Stanford_Stadium
S-236,S-236,Jack Kent Cooke Stadium,"Washington, D.C.",United States,WC-1999,1999,1996,1997,80000,Multi-purpose,New,in use,,,,https://en.wikipedia.org/wiki/Jack_Kent_Cooke_Stadium
S-237,S-237,RFK Stadium,"Washington, D.C.",United States,WC-1994,1994,1988,1961,53000,Multi-purpose,Existing,not in use,demolished 2023,abandoned before demolition,,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium
S-237,S-237,RFK Stadium,"Washington, D.C.",United States,WC-2003,2003,2003,1961,53000,Multi-purpose,Existing,not in use,demolished 2023,abandoned before demolition,,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium
S-238,S-238,Estadio Centenario,Montevideo,Uruguay,WC-1930,1930,1929,1930,90000,Single-purpose,New,in use,,,,https://en.wikipedia.org/wiki/Estadio_Centenario
S-239,S-239,Estadio Gran Parque Central,Montevideo,Uruguay,WC-1930,1930,1929,1900,20000,Single-purpose,Existing,in use,,,opened 1900; the 1947 date in the wikidata pull is a renovation,https://en.wikipedia.org/wiki/Estadio_Gran_Parque_Central
S-240,S-240,Estadio Pocitos,Montevideo,Uruguay,WC-1930,1930,1929,1921,10000,Multi-purpose,Existing,not in use,demolished ~1940,urban redevelopment,,https://en.wikipedia.org/wiki/Estadio_Pocitos
